어린이집명,소재지도로명주소,지오코딩용주소,주소변경여부,위도,경도,검색결과주소,매칭점수
일화어린이집,경상남도 창원시 마산회원구 상곡안길 106-14,경상남도 창원시 마산회원구 상곡안길 106-14,False,35.246028958469,128.500070436159,경상남도 창원시 마산회원구 내서읍 상곡리 상곡안길 106-14,100.0
참좋은하늘채어린이집,경상남도 창원시 마산회원구 내서읍 호원로 359 코오롱하늘채 2차아파트 복리동 217동 앞,경상남도 창원시 마산회원구 내서읍 호원로 359,True,35.263120581053,128.523251092305,경상남도 창원시 마산회원구 내서읍 호계리 호원로 359,100.0
코오롱한샘어린이집,경상남도 창원시 마산회원구 내서읍 호원로 361-3 코오롱 1차 119동 뒤 경로당 2층 코오롱한샘 어린이집,경상남도 창원시 마산회원구 내서읍 호원로 361-3,True,35.268219963307,128.527093105264,경상남도 창원시 마산회원구 내서읍 호계리 호원로 361-3,100.0
한우리다온어린이집,경상남도 창원시 마산회원구 내서읍 삼계1길 48 한우리a복지동내,경상남도 창원시 마산회원구 내서읍 삼계1길 48,True,35.229427635311,128.504166588422,경상남도 창원시 마산회원구 내서읍 삼계리 삼계1길 48,100.0
해바라기어린이집,경상남도 창원시 마산회원구 내서읍 숲속로 27 604동(복리동),경상남도 창원시 마산회원구 내서읍 숲속로 27,True,35.22815773507,128.498163385549,경상남도 창원시 마산회원구 내서읍 삼계리 숲속로 27,100.0
해와달아이어린이집,경상남도 창원시 마산회원구 호계안길 36 -13번지,경상남도 창원시 마산회원구 호계안길 36,True,35.256277972486,128.519751228634,경상남도 창원시 마산회원구 내서읍 호계리 호계안길 36,100.0
호계사랑어린이집,경상남도 창원시 마산회원구 내서읍 구미길 42-4,경상남도 창원시 마산회원구 내서읍 구미길 42-4,False,35.252868423822,128.522059437131,경상남도 창원시 마산회원구 내서읍 호계리 구미길 42-4,100.0
꼬마요정 어린이집,경상남도 창원시 마산회원구 호원로 359 코오롱하늘채2차아파트218동104호,경상남도 창원시 마산회원구 호원로 359,True,35.263120581053,128.523251092305,경상남도 창원시 마산회원구 내서읍 호계리 호원로 359,100.0
사랑샘어린이집,경상남도 창원시 마산회원구 광려로 24-46,경상남도 창원시 마산회원구 광려로 24-46,False,35.224540818122,128.502014534782,경상남도 창원시 마산회원구 내서읍 삼계리 광려로 24-46,100.0
숲속엄마품어린이집,"경상남도 창원시 마산회원구 내서읍 숲속로 27 609동 103호(삼계리, 숲속마을주공그린빌6단지아파트)",경상남도 창원시 마산회원구 내서읍 숲속로 27,True,35.22815773507,128.498163385549,경상남도 창원시 마산회원구 내서읍 삼계리 숲속로 27,100.0
아이자람 어린이집,"경상남도 창원시 마산회원구 내서읍 숲속로 8 405동 104호(, 숲속마을주공그린빌4단지아파트)",경상남도 창원시 마산회원구 내서읍 숲속로 8,True,35.230996266581,128.496092468731,경상남도 창원시 마산회원구 내서읍 삼계리 숲속로 8,100.0
참좋은어린이집,경상남도 창원시 마산회원구 내서읍 삼계10길 22 119동 101호(THE-푸른아파트),경상남도 창원시 마산회원구 내서읍 삼계10길 22,True,35.235001181827,128.503818068888,경상남도 창원시 마산회원구 내서읍 삼계리 삼계10길 22,100.0
푸른 어린이집,경상남도 창원시 마산회원구 내서읍 삼계10길 22 117동102호 (더-푸른아파트),경상남도 창원시 마산회원구 내서읍 삼계10길 22,True,35.235001181827,128.503818068888,경상남도 창원시 마산회원구 내서읍 삼계리 삼계10길 22,100.0
하륜안계어린이집,경상남도 창원시 마산회원구 내서읍 삼계숲길 267,경상남도 창원시 마산회원구 내서읍 삼계숲길 267,False,35.231639954835,128.493576724312,경상남도 창원시 마산회원구 내서읍 삼계리 삼계숲길 267,100.0
해담어린이집,"경상남도 창원시 마산회원구 내서읍 호원로 359 213동 104호(호계리, 코오롱하늘채아파트)",경상남도 창원시 마산회원구 내서읍 호원로 359,True,35.263120581053,128.523251092305,경상남도 창원시 마산회원구 내서읍 호계리 호원로 359,100.0
창원시립 근주어린이집,경상남도 창원시 마산회원구 석전동12길 8,경상남도 창원시 마산회원구 석전동12길 8,False,35.232681406305,128.577360635892,경상남도 창원시 마산회원구 석전동 석전동12길 8,100.0
창원시립 메트로석전어린이집,"경상남도 창원시 마산회원구 석전남8길 40 109동(석전동,창원 메트로시티 석전)",경상남도 창원시 마산회원구 석전남8길 40,True,35.22830580139,128.572402404888,경상남도 창원시 마산회원구 석전동 석전남8길 40,100.0
창원시립 봉화어린이집,경상남도 창원시 마산회원구 석전북18길 10 창원시립 봉화어린이집,경상남도 창원시 마산회원구 석전북18길 10,True,35.231182973474,128.567065479498,경상남도 창원시 마산회원구 석전동 석전북18길 10,100.0
창원시립 석전어린이집,경상남도 창원시 마산회원구 석전북11길 6-10 경남 창원시 마산회원구 석전북11길 6-10(석전동 164-280),경상남도 창원시 마산회원구 석전북11길 6-10,True,35.232540422693,128.570292931316,경상남도 창원시 마산회원구 석전동 석전북11길 6-10,100.0
참빛어린이집,경상남도 창원시 마산회원구 북성로 267 (석전동),경상남도 창원시 마산회원구 북성로 267,True,35.230223371289,128.566275904219,경상남도 창원시 마산회원구 석전동 북성로 267,100.0
금솔어린이집,경상남도 창원시 마산회원구 석전남8길 40 석전메트로 102동 102호,경상남도 창원시 마산회원구 석전남8길 40,True,35.22830580139,128.572402404888,경상남도 창원시 마산회원구 석전동 석전남8길 40,100.0
삼정어린이집,경상남도 창원시 마산회원구 석전동9길 31 102호 금강하이츠빌라(석전동),경상남도 창원시 마산회원구 석전동9길 31,True,35.233369812012,128.575826328516,경상남도 창원시 마산회원구 석전동 석전동9길 31,100.0
계명어린이집,경상남도 창원시 마산회원구 팔용로 23 (양덕동),경상남도 창원시 마산회원구 팔용로 23,True,35.231963999212,128.585978489642,경상남도 창원시 마산회원구 양덕동 팔용로 23,100.0
아셀어린이집,경상남도 창원시 마산회원구 양덕북1길 23,경상남도 창원시 마산회원구 양덕북1길 23,False,35.231571265138,128.584288781781,경상남도 창원시 마산회원구 양덕동 양덕북1길 23,100.0
조이어린이집,경상남도 창원시 마산회원구 양덕동12길 27 (양덕동),경상남도 창원시 마산회원구 양덕동12길 27,True,35.230701433136,128.586115533759,경상남도 창원시 마산회원구 양덕동 양덕동12길 27,100.0
경남숲 어린이집,"경상남도 창원시 마산회원구 양덕동16길 22 2동 103호(양덕동, 경남양덕아파트)",경상남도 창원시 마산회원구 양덕동16길 22,True,35.234495878794,128.59103680057,경상남도 창원시 마산회원구 양덕동 양덕동16길 22,100.0
세화어린이집,경상남도 창원시 마산회원구 양덕동12길 51-2,경상남도 창원시 마산회원구 양덕동12길 51-2,False,35.231712877393,128.586735878413,경상남도 창원시 마산회원구 양덕동 양덕동12길 51-2,100.0
창원시립 양덕롯데캐슬어린이집,경상남도 창원시 마산회원구 양덕로 48 창원 롯데캐슬 센텀골드 내 관리동,경상남도 창원시 마산회원구 양덕로 48,True,35.22361034305,128.592448396884,경상남도 창원시 마산회원구 양덕동 양덕로 48,100.0
창원시립 하버팰리스어린이집,경상남도 창원시 마산회원구 양덕동2길 20,경상남도 창원시 마산회원구 양덕동2길 20,False,35.222677772503,128.59181765867,경상남도 창원시 마산회원구 양덕동 양덕동2길 20,100.0
사회복지법인금강어린이집,경상남도 창원시 마산회원구 양덕남1길 22 한일2차타운내 사회복지법인 금강어린이집,경상남도 창원시 마산회원구 양덕남1길 22,True,35.231034954314,128.582583366512,경상남도 창원시 마산회원구 양덕동 양덕남1길 22,100.0
굿맘아이어린이집,경상남도 창원시 마산회원구 양덕옛2길 16,경상남도 창원시 마산회원구 양덕옛2길 16,False,35.229026100239,128.578226821766,경상남도 창원시 마산회원구 양덕동 양덕옛2길 16,100.0
메트로사과나무어린이집,경상남도 창원시 마산회원구 양덕서로 30 (양덕동),경상남도 창원시 마산회원구 양덕서로 30,True,35.227488188645,128.58312017684,경상남도 창원시 마산회원구 양덕동 양덕서로 30,100.0
메트로아이꽃뜰어린이집,경상남도 창원시 마산회원구 삼호로 80 메트로시티2차아파트내,경상남도 창원시 마산회원구 삼호로 80,True,35.224555444543,128.585364599053,경상남도 창원시 마산회원구 양덕동 삼호로 80,100.0
하늘채우솔어린이집,경상남도 창원시 마산회원구 양덕서5길 15,경상남도 창원시 마산회원구 양덕서5길 15,False,35.227127096256,128.579743024232,경상남도 창원시 마산회원구 양덕동 양덕서5길 15,100.0
한일어린이집,경상남도 창원시 마산회원구 양덕서로 45 한일타운4차 관리동 1층,경상남도 창원시 마산회원구 양덕서로 45,True,35.229199857092,128.580583310025,경상남도 창원시 마산회원구 양덕동 양덕서로 45,100.0
대림어린이집,경상남도 창원시 마산회원구 양덕동2길 76 대림하이빌아파트 내 (양덕동),경상남도 창원시 마산회원구 양덕동2길 76,True,35.225083881628,128.58888558512,경상남도 창원시 마산회원구 양덕동 양덕동2길 76,100.0
라임어린이집,"경상남도 창원시 마산회원구 양덕로 151 208동 102호(양덕동, 한일타운)",경상남도 창원시 마산회원구 양덕로 151,True,35.232478941433,128.581798434528,경상남도 창원시 마산회원구 양덕동 양덕로 151,100.0
반디어린이집,"경상남도 창원시 마산회원구 양덕옛2길 16 109동 105호(양덕동, 양덕우성아파트)",경상남도 창원시 마산회원구 양덕옛2길 16,True,35.229026100239,128.578226821766,경상남도 창원시 마산회원구 양덕동 양덕옛2길 16,100.0
새봄어린이집,경상남도 창원시 마산회원구 삼호로 151 한일3차아파트 내 (양덕동),경상남도 창원시 마산회원구 삼호로 151,True,35.226152909559,128.574851680815,경상남도 창원시 마산회원구 양덕동 삼호로 151,100.0
예꼬어린이집,"경상남도 창원시 마산회원구 양덕로 48 104동 104호(양덕동, 창원롯데캐슬센텀골드)",경상남도 창원시 마산회원구 양덕로 48,True,35.22361034305,128.592448396884,경상남도 창원시 마산회원구 양덕동 양덕로 48,100.0
작은별어린이집,"경상남도 창원시 마산회원구 양덕서8길 25 105동 101호(양덕동, 한일타운1차)",경상남도 창원시 마산회원구 양덕서8길 25,True,35.231873642296,128.579388805004,경상남도 창원시 마산회원구 양덕동 양덕서8길 25,100.0
키즈누리 어린이집,"경상남도 창원시 마산회원구 양덕동2길 20 102동 104호(양덕동, 창원롯데하버팰리스)",경상남도 창원시 마산회원구 양덕동2길 20,True,35.222677772503,128.59181765867,경상남도 창원시 마산회원구 양덕동 양덕동2길 20,100.0
해무리 어린이집,"경상남도 창원시 마산회원구 양덕로 151 201동 101호(양덕동, 한일타운)",경상남도 창원시 마산회원구 양덕로 151,True,35.232478941433,128.581798434528,경상남도 창원시 마산회원구 양덕동 양덕로 151,100.0
행복가득하늘채어린이집,경상남도 창원시 마산회원구 양덕서5길 15 102동 102호(양덕동 코오롱하늘채),경상남도 창원시 마산회원구 양덕서5길 15,True,35.227127096256,128.579743024232,경상남도 창원시 마산회원구 양덕동 양덕서5길 15,100.0
BNK창원어린이집,경상남도 창원시 마산회원구 양덕로 135 (양덕동),경상남도 창원시 마산회원구 양덕로 135,True,35.230574824489,128.584008155663,경상남도 창원시 마산회원구 양덕동 양덕로 135,100.0
해솔어린이집,경상남도 창원시 마산회원구 합포로 285 잘본병원 2층,경상남도 창원시 마산회원구 합포로 285,True,35.222800357837,128.586737806251,경상남도 창원시 마산회원구 양덕동 합포로 285,100.0
창원시립 롯데캐슬어린이집,"경상남도 창원시 마산회원구 합성북16길 197 (합성동, 롯데캐슬더퍼스트)",경상남도 창원시 마산회원구 합성북16길 197,True,35.245016927479,128.586880885338,경상남도 창원시 마산회원구 합성동 합성북16길 197,100.0
샘보아이어린이집,경상남도 창원시 마산회원구 합성동3길 49,경상남도 창원시 마산회원구 합성동3길 49,False,35.241713326071,128.588412510505,경상남도 창원시 마산회원구 합성동 합성동3길 49,100.0
삼성창원병원 직장어린이집,경상남도 창원시 마산회원구 팔용로 158,경상남도 창원시 마산회원구 팔용로 158,False,35.243214105835,128.592518637233,경상남도 창원시 마산회원구 합성동 팔용로 158,100.0
창원시립 회성어린이집,경상남도 창원시 마산회원구 회성시장2길 20,경상남도 창원시 마산회원구 회성시장2길 20,False,35.233325555564,128.55695153985,경상남도 창원시 마산회원구 회성동 회성시장2길 20,100.0
예꿈어린이집,경상남도 창원시 마산회원구 회원동14길 22 (회원동),경상남도 창원시 마산회원구 회원동14길 22,True,35.219873355338,128.572385473443,경상남도 창원시 마산회원구 회원동 회원동14길 22,100.0
해든미래클어린이집,경상남도 창원시 마산회원구 회원동29길 63 (회원동),경상남도 창원시 마산회원구 회원동29길 63,True,35.218638198086,128.575508319109,경상남도 창원시 마산회원구 회원동 회원동29길 63,100.0
창원시립 e편한세상어린이집,"경상남도 창원시 마산회원구 회원남로 65 (회원동,e편한세상창원파크센트럴2단지)",경상남도 창원시 마산회원구 회원남로 65,True,35.220425303662,128.56910915513,경상남도 창원시 마산회원구 회원동 회원남로 65,100.0
e편한세상키즈어린이집,경상남도 창원시 마산회원구 회원북13길 20 e편한세상 창원파크센트럴1단지 관리동,경상남도 창원시 마산회원구 회원북13길 20,True,35.222036850276,128.569984477279,경상남도 창원시 마산회원구 회원동 회원북13길 20,100.0
달나라 어린이집,경상남도 창원시 마산회원구 교방시장1길 57 (회원동),경상남도 창원시 마산회원구 교방시장1길 57,True,35.217208748319,128.563965181151,경상남도 창원시 마산회원구 회원동 교방시장1길 57,100.0
청우 어린이집,경상남도 창원시 마산회원구 회원남33길 32 (회원동),경상남도 창원시 마산회원구 회원남33길 32,True,35.218328361035,128.562066596263,경상남도 창원시 마산회원구 회원동 회원남33길 32,100.0
행복가득 한마음어린이집,경상남도 창원시 마산회원구 회원북25길 23 (회원동),경상남도 창원시 마산회원구 회원북25길 23,True,35.219882994527,128.563673071826,경상남도 창원시 마산회원구 회원동 회원북25길 23,100.0
빛나는 진명어린이집,경상남도 창원시 마산회원구 교방시장1길 36,경상남도 창원시 마산회원구 교방시장1길 36,False,35.216914166332,128.562931608671,경상남도 창원시 마산회원구 회원동 교방시장1길 36,100.0
창원시립 경화어린이집,경상남도 창원시 진해구 진해대로614번길 14 창원시립 경화어린이집,경상남도 창원시 진해구 진해대로614번길 14,True,35.156909378784,128.682893826013,경상남도 창원시 진해구 경화동 진해대로614번길 14,100.0
두산위브드림어린이집,경상남도 창원시 진해구 조천로 30 경화동두산위브아파트 어린이집(복리동),경상남도 창원시 진해구 조천로 30,True,35.160464646835,128.685221145249,경상남도 창원시 진해구 경화동 조천로 30,100.0
킹스키즈어린이집,경상남도 창원시 진해구 조천로23번길 14 (경화동),경상남도 창원시 진해구 조천로23번길 14,True,35.159851091523,128.68347670356,경상남도 창원시 진해구 경화동 조천로23번길 14,100.0
해화어린이집,경상남도 창원시 진해구 조천북로 88 (경화동),경상남도 창원시 진해구 조천북로 88,True,35.161030886304,128.681659506951,경상남도 창원시 진해구 경화동 조천북로 88,100.0
창원시립 썬키즈어린이집,경상남도 창원시 진해구 진해대로979번길 5-7,경상남도 창원시 진해구 진해대로979번길 5-7,False,35.142023160654,128.707720268847,경상남도 창원시 진해구 자은동 진해대로979번길 5-7,100.0
창원시립 자은주공어린이집,경상남도 창원시 진해구 진해대로975번길 23 복리동,경상남도 창원시 진해구 진해대로975번길 23,True,35.142852047059,128.709802920329,경상남도 창원시 진해구 자은동 진해대로975번길 23,100.0
꼬마숲해담어린이집,경상남도 창원시 진해구 풍호로35번길 11 협성아이존빌  관리동,경상남도 창원시 진해구 풍호로35번길 11,True,35.140154205794,128.703875657499,경상남도 창원시 진해구 자은동 풍호로35번길 11,100.0
경동큰나무어린이집,"경상남도 창원시 진해구 풍호로3번길 14 106동 102호(풍호동, 경동윈츠빌아파트)",경상남도 창원시 진해구 풍호로3번길 14,True,35.140715164664,128.702149907454,경상남도 창원시 진해구 풍호동 풍호로3번길 14,100.0
덕산해군어린이집,경상남도 창원시 진해구 진해대로 943 덕산해군아파트,경상남도 창원시 진해구 진해대로 943,True,35.145010009941,128.708341367873,경상남도 창원시 진해구 자은동 진해대로 943,100.0
창원시립 글로벌리더어린이집,경상남도 창원시 진해구 병암북로8번길 3-16,경상남도 창원시 진해구 병암북로8번길 3-16,False,35.161125015077,128.691393494928,경상남도 창원시 진해구 경화동 병암북로8번길 3-16,100.0
연꽃누리어린이집,경상남도 창원시 진해구 충장로345번길 38-3,경상남도 창원시 진해구 충장로345번길 38-3,False,35.157179192247,128.689697919735,경상남도 창원시 진해구 경화동 충장로345번길 38-3,100.0
슈퍼키즈어린이집,경상남도 창원시 진해구 진해대로694번길 5-6,경상남도 창원시 진해구 진해대로694번길 5-6,False,35.158790403585,128.691877801293,경상남도 창원시 진해구 경화동 진해대로694번길 5-6,100.0
에셀나무어린이집,경상남도 창원시 진해구 충장로337번길 31 (경화동),경상남도 창원시 진해구 충장로337번길 31,True,35.15649338493,128.688623695024,경상남도 창원시 진해구 경화동 충장로337번길 31,100.0
아이존어린이집,"경상남도 창원시 진해구 병암로 20  102-103(이동, 디에스아이존빌)",경상남도 창원시 진해구 병암로 20,True,35.155847852657,128.693854924614,경상남도 창원시 진해구 이동 병암로 20,100.0
근로복지공단 진해어린이집,경상남도 창원시 진해구 진해대로776번길 35 (이동),경상남도 창원시 진해구 진해대로776번길 35,True,35.155450298989,128.69807898472,경상남도 창원시 진해구 이동 진해대로776번길 35,100.0
엄마사랑어린이집,경상남도 창원시 진해구 진해대로789번길 24 (석동),경상남도 창원시 진해구 진해대로789번길 24,True,35.159305764902,128.703870963633,경상남도 창원시 진해구 석동 진해대로789번길 24,100.0
우림큰사랑어린이집,"경상남도 창원시 진해구 해원로 45 112동(석동, 진해석동우림필유)",경상남도 창원시 진해구 해원로 45,True,35.156388653049,128.694712141852,경상남도 창원시 진해구 석동 해원로 45,100.0
벚꽃그린빌어린이집,경상남도 창원시 진해구 석동로 60 벚꽃그린빌 3단지복지동,경상남도 창원시 진해구 석동로 60,True,35.154797851646,128.706569098265,경상남도 창원시 진해구 석동 석동로 60,100.0
베베천사어린이집,"경상남도 창원시 진해구 해원로 45 123동103호(석동,우림필유)",경상남도 창원시 진해구 해원로 45,True,35.156388653049,128.694712141852,경상남도 창원시 진해구 석동 해원로 45,100.0
푸르지오어린이집,경상남도 창원시 진해구 진해대로 725 석동 대우푸르지오 아파트 내 복리층,경상남도 창원시 진해구 진해대로 725,True,35.160039390977,128.694901405226,경상남도 창원시 진해구 석동 진해대로 725,100.0
창원시립 여좌어린이집,경상남도 창원시 진해구 여좌로63번길 22,경상남도 창원시 진해구 여좌로63번길 22,False,35.158081294577,128.660267716581,경상남도 창원시 진해구 여좌동 여좌로63번길 22,100.0
SK숲art 어린이집,경상남도 창원시 진해구 여좌남로41번길 33 (여좌동),경상남도 창원시 진해구 여좌남로41번길 33,True,35.157910010385,128.660730816732,경상남도 창원시 진해구 여좌동 여좌남로41번길 33,100.0
천사들의뜰어린이집,경상남도 창원시 진해구 여좌로99번길 14 (여좌동),경상남도 창원시 진해구 여좌로99번길 14,True,35.160518961568,128.661383431713,경상남도 창원시 진해구 여좌동 여좌로99번길 14,100.0
창원시립 남양어린이집,"경상남도 창원시 진해구 월남로 144 관리동(남양동,창원 진해 비전시티 우방 아이유쉘 아파트)",경상남도 창원시 진해구 월남로 144,True,35.119834251292,128.77855422384,경상남도 창원시 진해구 남양동 월남로 144,100.0
창원시립 은성어린이집,"경상남도 창원시 진해구 웅동로51번길 24-3 상가101호(마천동,청안그린빌아파트)",경상남도 창원시 진해구 웅동로51번길 24-3,True,35.127516852285,128.781957360349,경상남도 창원시 진해구 마천동 웅동로51번길 24-3,100.0
배화어린이집,경상남도 창원시 진해구 남의로116번길 27 (두동),경상남도 창원시 진해구 남의로116번길 27,True,35.114221142192,128.795934770627,경상남도 창원시 진해구 두동 남의로116번길 27,100.0
사랑숲어린이집,경상남도 창원시 진해구 마천로 14-7,경상남도 창원시 진해구 마천로 14-7,False,35.125675306248,128.785311881818,경상남도 창원시 진해구 마천동 마천로 14-7,100.0
해오름아기세상어린이집,"경상남도 창원시 진해구 웅동로 182 102동 103호(두동, 희가로아파트)",경상남도 창원시 진해구 웅동로 182,True,35.118584677167,128.791999802362,경상남도 창원시 진해구 두동 웅동로 182,100.0
창원시립 용원어린이집,경상남도 창원시 진해구 용원남로7번길 4 창원시립용원어린이집,경상남도 창원시 진해구 용원남로7번길 4,True,35.09643600094,128.819287591064,경상남도 창원시 진해구 용원동 용원남로7번길 4,100.0
꽃뜰에어린이집,경상남도 창원시 진해구 용원북로11번길 8 (용원동),경상남도 창원시 진해구 용원북로11번길 8,True,35.104056198664,128.815225636966,경상남도 창원시 진해구 용원동 용원북로11번길 8,100.0
더푸르지오어린이집,경상남도 창원시 진해구 안골로298번길 26 114동(복리동),경상남도 창원시 진해구 안골로298번길 26,True,35.098097671335,128.80671222173,경상남도 창원시 진해구 안골동 안골로298번길 26,100.0
맑은샘어린이집,경상남도 창원시 진해구 안청로 124 서광해인로즈빌 관리동 맑은샘어린이집,경상남도 창원시 진해구 안청로 124,True,35.107293960223,128.805606313425,경상남도 창원시 진해구 청안동 안청로 124,100.0
바다별어린이집,경상남도 창원시 진해구 청안로 255,경상남도 창원시 진해구 청안로 255,False,35.099559181882,128.802469302343,경상남도 창원시 진해구 안골동 청안로 255,100.0
부산신항 5단지 부영사랑으로어린이집,경상남도 창원시 진해구 신항5로 43 (용원동 사랑으로 부영5단지 아파트),경상남도 창원시 진해구 신항5로 43,True,35.087254422292,128.806870304424,경상남도 창원시 진해구 용원동 신항5로 43,100.0
부산신항 6단지 부영사랑으로어린이집,"경상남도 창원시 진해구 신항5로 56 관리동 1층(용원동,사랑으로 부영6단지아파트)",경상남도 창원시 진해구 신항5로 56,True,35.087658136658,128.808424141634,경상남도 창원시 진해구 용원동 신항5로 56,100.0
부산신항13단지부영사랑으로어린이집,경상남도 창원시 진해구 신항4로 75 부산신항13단지 부영아파트 관리동,경상남도 창원시 진해구 신항4로 75,True,35.090290347622,128.816141276069,경상남도 창원시 진해구 용원동 신항4로 75,100.0
부산신항2단지 부영사랑으로어린이집,"경상남도 창원시 진해구 신항동로 226 관리동(용원동, 부산신항사랑으로 부영2단지아파트)",경상남도 창원시 진해구 신항동로 226,True,35.089149947785,128.805058639871,경상남도 창원시 진해구 용원동 신항동로 226,100.0
부산신항3단지부영 사랑으로 어린이집,경상남도 창원시 진해구 신항동로 225 관리동 (부산신항3단지 부영아파트),경상남도 창원시 진해구 신항동로 225,True,35.088504541241,128.803789452093,경상남도 창원시 진해구 용원동 신항동로 225,100.0
부산신항4단지부영 사랑으로 어린이집,경상남도 창원시 진해구 신항동로 267 부산신항4단지 부영아파트,경상남도 창원시 진해구 신항동로 267,True,35.087117084808,128.802923350038,경상남도 창원시 진해구 용원동 신항동로 267,100.0
부산신항8단지 부영사랑으로어린이집,경상남도 창원시 진해구 신항동로 136 부산신항8단지 부영아파트 어린이집,경상남도 창원시 진해구 신항동로 136,True,35.089896942996,128.814390715591,경상남도 창원시 진해구 용원동 신항동로 136,100.0
크니크니어린이집,경상남도 창원시 진해구 신항동로 143 111동(부산신항만이지더원아파트.복리동),경상남도 창원시 진해구 신항동로 143,True,35.088103006169,128.81156869643,경상남도 창원시 진해구 용원동 신항동로 143,100.0
하늘별꽃어린이집,경상남도 창원시 진해구 신항북로 202 211동(부산신항 이지더원아파트 2단지.복리동),경상남도 창원시 진해구 신항북로 202,True,35.08662519282,128.812587432942,경상남도 창원시 진해구 용원동 신항북로 202,100.0
꼬맹이어린이집,경상남도 창원시 진해구 용원북로12번안길 19 (용원동),경상남도 창원시 진해구 용원북로12번안길 19,True,35.102722889326,128.818970084572,경상남도 창원시 진해구 용원동 용원북로12번안길 19,100.0
꿈동산어린이집,"경상남도 창원시 진해구 신항4로 75 1307동101호(용원동, 부산신항13단지부영아파트)",경상남도 창원시 진해구 신항4로 75,True,35.090290347622,128.816141276069,경상남도 창원시 진해구 용원동 신항4로 75,100.0
꿈자람어린이집,"경상남도 창원시 진해구 신항동로 136 801동102호(용원동,부산신항8단지부영아파트)",경상남도 창원시 진해구 신항동로 136,True,35.089896942996,128.814390715591,경상남도 창원시 진해구 용원동 신항동로 136,100.0
동화숲어린이집,경상남도 창원시 진해구 안골로 359 일신님아파트 106-103,경상남도 창원시 진해구 안골로 359,True,35.102593682288,128.807912091169,경상남도 창원시 진해구 용원동 안골로 359,100.0
리온어린이집,"경상남도 창원시 진해구 안청북로 42 ,관리동 1층(용원동, 현대아파트)",경상남도 창원시 진해구 안청북로 42,True,35.103777123198,128.809946630527,경상남도 창원시 진해구 용원동 안청북로 42,100.0
리치어린이집,"경상남도 창원시 진해구 안골로 359 102동 104호(용원동, 일신님)",경상남도 창원시 진해구 안골로 359,True,35.102593682288,128.807912091169,경상남도 창원시 진해구 용원동 안골로 359,100.0
맑은숲어린이집,경상남도 창원시 진해구 안청로 126 112동101호,경상남도 창원시 진해구 안청로 126,True,35.106380626143,128.80623956621,경상남도 창원시 진해구 청안동 안청로 126,100.0
솔로몬어린이집,"경상남도 창원시 진해구 안청로 126 102-103(청안동, 해인로즈빌앞트)",경상남도 창원시 진해구 안청로 126,True,35.106380626143,128.80623956621,경상남도 창원시 진해구 청안동 안청로 126,100.0
아이뜰어린이집,"경상남도 창원시 진해구 안청남로 29-1 102동 105호(용원동, 일신님)",경상남도 창원시 진해구 안청남로 29-1,True,35.102600764997,128.806704091284,경상남도 창원시 진해구 용원동 안청남로 29-1,100.0
아이마음 어린이집,"경상남도 창원시 진해구 안청남로 33 109동 103호(용원동, 코아루)",경상남도 창원시 진해구 안청남로 33,True,35.10101453173,128.806737618897,경상남도 창원시 진해구 용원동 안청남로 33,100.0
아이원어린이집,"경상남도 창원시 진해구 안청북로 33 105동 102호(청안동, 풍림아파트)",경상남도 창원시 진해구 안청북로 33,True,35.104329364889,128.806551624465,경상남도 창원시 진해구 청안동 안청북로 33,100.0
아이조아 어린이집,"경상남도 창원시 진해구 신항동로 225 307동 101호(용원동, 부산신항3단지 부영아파트)",경상남도 창원시 진해구 신항동로 225,True,35.088504541241,128.803789452093,경상남도 창원시 진해구 용원동 신항동로 225,100.0
예쁜꼬마어린이집,"경상남도 창원시 진해구 안청남로 33 109동 106호(용원동, 코아루)",경상남도 창원시 진해구 안청남로 33,True,35.10101453173,128.806737618897,경상남도 창원시 진해구 용원동 안청남로 33,100.0
일신아이뜰어린이집,경상남도 창원시 진해구 안청남로 29-1 102동 106호(일신님아파트),경상남도 창원시 진해구 안청남로 29-1,True,35.102600764997,128.806704091284,경상남도 창원시 진해구 용원동 안청남로 29-1,100.0
재미팡팡어린이집,"경상남도 창원시 진해구 안청남로 33 107동 105호(용원동, 코아루)",경상남도 창원시 진해구 안청남로 33,True,35.10101453173,128.806737618897,경상남도 창원시 진해구 용원동 안청남로 33,100.0
초록어린이집,경상남도 창원시 진해구 안청남로 13 107-106(청안동 부영아파트),경상남도 창원시 진해구 안청남로 13,True,35.101459610789,128.803674787657,경상남도 창원시 진해구 청안동 안청남로 13,100.0
키즈맘어린이집,"경상남도 창원시 진해구 안청남로 29-1 102동 102호(용원동, 일신님)",경상남도 창원시 진해구 안청남로 29-1,True,35.102600764997,128.806704091284,경상남도 창원시 진해구 용원동 안청남로 29-1,100.0
해달별어린이집,경상남도 창원시 진해구 신항4로 75 1302동101호(용원동.부산신항13단지부영아파트),경상남도 창원시 진해구 신항4로 75,True,35.090290347622,128.816141276069,경상남도 창원시 진해구 용원동 신항4로 75,100.0
해담어린이집,"경상남도 창원시 진해구 신항동로 225 308동 106호(용원동, 부산신항3단지 부영아파트)",경상남도 창원시 진해구 신항동로 225,True,35.088504541241,128.803789452093,경상남도 창원시 진해구 용원동 신항동로 225,100.0
